,,,,,,,,,,% of FGA by Distance,,,,,,FG% by Distance,,,,,,% of FG Ast'd,,Dunks,,Corner 3s,,Heaves,,
323,Kris Humphries,31,ATL,PF,56,4,689,0.407,11.9,0.748,0.374,0.079,0.168,0.131,0.252,0.425,0.538,0.059,0.333,0.429,0.352,0.676,1,0.089,14,0.204,0.364,0,0,
324,Roy Hibbert,30,2TM,C,48,13,682,0.544,5.9,1,0.395,0.313,0.116,0.177,0,0.544,0.69,0.435,0.529,0.423,,0.65,,0.129,18,,,0,0,
324,Roy Hibbert,30,CHO,C,42,13,671,0.542,7.4,1,0.389,0.313,0.118,0.181,0,0.542,0.696,0.422,0.529,0.423,,0.654,,0.132,18,,,0,0,
324,Roy Hibbert,30,DEN,C,6,0,11,0.667,4.4,1,0.667,0.333,0,0,0,0.667,0.5,1,,,,0.5,,0,0,,,0,0,
325,Chandler Parsons,28,MEM,SF,34,34,675,0.338,15,0.581,0.288,0.059,0.131,0.104,0.419,0.388,0.578,0,0.345,0.13,0.269,0.66,0.8,0.014,3,0.161,0.467,0,0,
326,Alec Burks,25,UTA,SG,42,0,653,0.399,12.9,0.694,0.27,0.185,0.117,0.121,0.306,0.43,0.388,0.478,0.552,0.333,0.329,0.311,0.8,0.028,4,0.368,0.393,0,0,
327,Omri Casspi,28,3TM,PF,36,2,643,0.47,10.1,0.738,0.433,0.287,0.018,0.006,0.262,0.512,0.62,0.383,0,0,0.349,0.726,1,0.043,6,0.209,0.333,0,0,
327,Omri Casspi,28,SAC,PF,22,2,397,0.453,8.8,0.752,0.453,0.274,0.017,0.009,0.248,0.477,0.604,0.313,0,0,0.379,0.69,1,0.034,3,0.172,0.4,0,0,
327,Omri Casspi,28,NOP,PF,1,0,24,0.556,12.3,0.556,0.444,0.111,0,0,0.444,0.6,0.5,1,,,0.5,0.667,1,0.111,1,0.25,0,0,0,
327,Omri Casspi,28,MIN,PF,13,0,222,0.5,9.2,0.737,0.368,0.368,0.026,0,0.263,0.607,0.714,0.5,0,,0.2,0.824,1,0.053,2,0.3,0.333,0,0,
328,Darrell Arthur,28,DEN,PF,41,7,639,0.442,18.8,0.456,0.14,0.033,0.079,0.205,0.544,0.429,0.6,0,0.471,0.364,0.453,0.786,0.981,0.023,5,0.231,0.481,0,0,
329,Jakob Poeltl,21,TOR,C,54,4,626,0.583,2.6,1,0.722,0.235,0.035,0.009,0,0.583,0.614,0.519,0.5,0,,0.687,,0.096,10,,,0,0,
330,Justise Winslow,20,MIA,SF,18,15,625,0.356,10.6,0.844,0.32,0.258,0.062,0.204,0.156,0.384,0.472,0.379,0.214,0.304,0.2,0.397,1,0.04,7,0.6,0.286,0,0,
331,Skal Labissière,20,SAC,PF,33,12,612,0.537,8.9,0.963,0.289,0.275,0.22,0.174,0.037,0.543,0.683,0.4,0.521,0.579,0.375,0.605,1,0.147,30,0,,0,0,
332,Ivica Zubac,19,LAL,C,38,11,609,0.529,6.2,0.987,0.403,0.399,0.092,0.088,0.013,0.536,0.615,0.474,0.455,0.571,0,0.802,,0.101,20,0,,1,0,
333,Isaiah Canaan,25,CHI,SG,39,0,592,0.364,17.6,0.457,0.15,0.127,0.064,0.116,0.543,0.481,0.538,0.636,0.273,0.35,0.266,0.368,0.92,0.012,2,0.298,0.25,0,0,
334,Tyler Ennis,22,2TM,PG,53,2,588,0.433,12.1,0.663,0.322,0.197,0.082,0.063,0.337,0.457,0.567,0.39,0.294,0.308,0.386,0.111,0.556,0,0,0.129,0,1,0,
334,Tyler Ennis,22,HOU,PG,31,0,196,0.391,10.7,0.75,0.328,0.297,0.047,0.078,0.25,0.396,0.667,0.263,0,0,0.375,0.053,0.667,0,0,0.063,0,0,0,
334,Tyler Ennis,22,LAL,PG,22,2,392,0.451,13.4,0.625,0.319,0.153,0.097,0.056,0.375,0.489,0.522,0.5,0.357,0.5,0.389,0.136,0.524,0,0,0.148,0,1,0,
335,Alexis Ajinça,28,NOP,C,39,15,584,0.5,9,0.978,0.348,0.253,0.107,0.27,0.022,0.511,0.71,0.378,0.579,0.354,0,0.82,,0.129,20,0,,0,0,
336,Andrew Bogut,32,2TM,C,27,21,583,0.469,4.3,0.988,0.457,0.469,0.062,0,0.012,0.475,0.568,0.421,0.2,,0,0.526,,0.099,7,0,,0,0,
336,Andrew Bogut,32,DAL,C,26,21,582,0.469,4.3,0.988,0.457,0.469,0.062,0,0.012,0.475,0.568,0.421,0.2,,0,0.526,,0.099,7,0,,0,0,
336,Andrew Bogut,32,CLE,C,1,0,1,,,,,,,,,,,,,,,,,,0,,,0,0,
337,Brandon Bass,31,LAC,PF,52,0,577,0.575,6.8,0.984,0.532,0.118,0.237,0.097,0.016,0.579,0.687,0.5,0.477,0.333,0.333,0.679,1,0.199,35,0.333,0,0,0,
338,Marcus Thornton,29,WAS,SG,33,1,575,0.4,15.1,0.619,0.214,0.171,0.071,0.162,0.381,0.431,0.6,0.333,0.467,0.294,0.35,0.482,0.75,0,0,0.188,0.2,0,0,
339,Dragan Bender,19,PHO,PF,43,0,574,0.354,18.3,0.373,0.205,0.062,0.019,0.087,0.627,0.483,0.576,0.5,0.667,0.214,0.277,0.552,1,0.031,5,0.287,0.345,0,0,
340,Thon Maker,19,MIL,C,57,34,562,0.459,13.4,0.591,0.337,0.122,0.055,0.077,0.409,0.514,0.639,0.364,0.3,0.357,0.378,0.673,1,0.144,23,0.297,0.364,0,0,
341,Thomas Robinson,25,LAL,PF,48,1,560,0.536,4.3,0.995,0.643,0.209,0.097,0.046,0.005,0.538,0.643,0.463,0.158,0.222,0,0.467,,0.153,24,0,,0,0,
342,Beno Udrih,34,DET,PG,39,0,560,0.467,14.1,0.838,0.213,0.096,0.279,0.249,0.162,0.491,0.595,0.526,0.509,0.367,0.344,0.136,0.545,0,0,0.156,0.6,4,0,
343,Kevin Séraphin,27,IND,PF,49,3,559,0.551,8.9,0.99,0.263,0.338,0.192,0.197,0.01,0.556,0.712,0.582,0.342,0.513,0,0.661,,0.066,11,0,,0,0,
344,Jarell Martin,22,MEM,PF,42,3,558,0.384,9.7,0.834,0.517,0.099,0.04,0.179,0.166,0.389,0.423,0.2,0.5,0.37,0.36,0.633,1,0.113,11,0.6,0.467,1,0,
345,Quincy Acy,26,2TM,PF,38,1,558,0.412,15.8,0.471,0.265,0.065,0.076,0.059,0.529,0.413,0.489,0.273,0.308,0.4,0.411,0.727,0.973,0.035,6,0.278,0.36,1,0,
345,Quincy Acy,26,DAL,PF,6,0,48,0.294,15.3,0.588,0.235,0.118,0.059,0.118,0.412,0.4,0.5,0.5,1,0,0.143,0.75,1,0.118,2,0.286,0.5,0,0,
345,Quincy Acy,26,BRK,PF,32,1,510,0.425,16.3,0.458,0.268,0.059,0.078,0.052,0.542,0.414,0.488,0.222,0.25,0.5,0.434,0.724,0.972,0.026,4,0.277,0.348,1,0,
346,Troy Williams,22,2TM,SF,30,16,557,0.437,13,0.629,0.431,0.102,0.03,0.06,0.371,0.524,0.597,0.353,0.6,0.3,0.29,0.455,0.944,0.114,18,0.21,0.385,1,0,
346,Troy Williams,22,MEM,SF,24,13,418,0.415,11.4,0.667,0.463,0.098,0.033,0.065,0.333,0.5,0.561,0.333,0.5,0.375,0.244,0.39,1,0.122,14,0.22,0.333,1,0,
346,Troy Williams,22,HOU,SF,6,3,139,0.5,14.5,0.523,0.341,0.114,0.023,0.045,0.477,0.609,0.733,0.4,1,0,0.381,0.643,0.875,0.091,4,0.19,0.5,0,0,
347,Ian Mahinmi,30,WAS,C,31,0,555,0.586,3.1,1,0.631,0.324,0.027,0.009,0,0.586,0.657,0.5,0.333,0,,0.723,,0.117,13,,,0,0,
348,Derrick Jones Jr.,19,PHO,SF,32,8,545,0.562,6,0.909,0.62,0.149,0.05,0.091,0.091,0.591,0.733,0.278,0.5,0.182,0.273,0.677,1,0.298,33,0.455,0.6,0,0,
349,José Calderón,35,2TM,PG,41,13,539,0.41,18.5,0.522,0.142,0.022,0.09,0.269,0.478,0.5,0.737,0,0.333,0.472,0.313,0.486,0.9,0,0,0.219,0.143,0,0,
349,José Calderón,35,LAL,PG,24,11,292,0.416,18.6,0.558,0.104,0.039,0.143,0.273,0.442,0.465,0.75,0,0.364,0.476,0.353,0.4,0.917,0,0,0.206,0.286,0,0,
349,José Calderón,35,ATL,PG,17,2,247,0.404,18.4,0.474,0.193,0,0.018,0.263,0.526,0.556,0.727,,0,0.467,0.267,0.6,0.875,0,0,0.233,0,0,0,
350,Gerald Green,31,BOS,SF,47,0,538,0.409,17.5,0.522,0.147,0.095,0.164,0.121,0.478,0.463,0.647,0.364,0.395,0.393,0.351,0.589,0.821,0.039,8,0.279,0.355,3,0,
351,Cole Aldrich,28,MIN,C,62,0,531,0.523,3,1,0.581,0.407,0.012,0,0,0.523,0.64,0.371,0,,,0.733,,0.128,11,,,0,0,
352,Tyler Zeller,27,BOS,C,51,5,525,0.494,7.6,0.994,0.5,0.19,0.019,0.285,0.006,0.497,0.62,0.4,0,0.378,0,0.846,,0.051,8,0,,0,0,
353,Nicolás Brussino,23,DAL,SG,54,2,521,0.369,21,0.326,0.085,0.064,0.028,0.149,0.674,0.5,0.75,0.556,0.25,0.381,0.305,0.609,1,0.014,1,0.168,0.5,1,0,
354,Shabazz Napier,25,POR,PG,53,2,512,0.399,18.3,0.497,0.202,0.055,0.055,0.186,0.503,0.429,0.432,0.4,0.4,0.441,0.37,0.128,0.647,0,0,0.141,0.308,0,0,
355,K.J. McDaniels,23,2TM,SF,49,0,505,0.456,12.6,0.609,0.349,0.178,0.041,0.041,0.391,0.553,0.644,0.467,0.286,0.429,0.303,0.544,0.95,0.107,15,0.212,0.429,0,0,
355,K.J. McDaniels,23,HOU,SF,29,0,212,0.456,12.2,0.603,0.368,0.176,0.044,0.015,0.397,0.537,0.64,0.417,0.333,0,0.333,0.682,0.889,0.132,7,0.259,0.286,0,0,
355,K.J. McDaniels,23,BRK,SF,20,0,293,0.455,12.9,0.614,0.337,0.178,0.04,0.059,0.386,0.565,0.647,0.5,0.25,0.5,0.282,0.457,1,0.089,8,0.179,0.571,0,0,
356,Miles Plumlee,28,2TM,C,45,12,484,0.478,2.9,1,0.598,0.348,0.054,0,0,0.478,0.564,0.375,0.2,,,0.864,,0.261,19,,,0,0,
356,Miles Plumlee,28,MIL,C,32,12,310,0.441,3.3,1,0.574,0.368,0.059,0,0,0.441,0.538,0.32,0.25,,,0.9,,0.25,13,,,0,0,
356,Miles Plumlee,28,CHO,C,13,0,174,0.583,2.5,1,0.667,0.292,0.042,0,0,0.583,0.625,0.571,0,,,0.786,,0.292,6,,,0,0,
357,Ömer Aşık,30,NOP,C,31,19,482,0.477,1.6,1,0.908,0.092,0,0,0,0.477,0.525,0,,,,0.71,,0.262,15,,,0,0,
358,Donatas Motiejūnas,26,NOP,PF,34,0,479,0.413,12.4,0.659,0.188,0.399,0.065,0.007,0.341,0.505,0.692,0.436,0.444,0,0.234,0.739,1,0.014,2,0.17,0.375,0,0,
359,Okaro White,24,MIA,PF,35,0,471,0.379,13.4,0.609,0.322,0.126,0.08,0.08,0.391,0.396,0.5,0.182,0.571,0.143,0.353,0.714,1,0.046,4,0.471,0.375,0,0,
360,Reggie Bullock,25,DET,SF,31,5,467,0.422,17.4,0.43,0.227,0.055,0.047,0.102,0.57,0.473,0.655,0.143,0.333,0.308,0.384,0.769,1,0,0,0.329,0.417,0,0,
361,Cameron Payne,22,2TM,PG,31,0,462,0.332,17.5,0.554,0.14,0.135,0.14,0.14,0.446,0.346,0.333,0.423,0.407,0.222,0.314,0.216,0.852,0,0,0.093,0.375,1,0,
361,Cameron Payne,22,OKC,PG,20,0,320,0.331,16.3,0.6,0.146,0.154,0.169,0.131,0.4,0.346,0.316,0.4,0.364,0.294,0.308,0.148,0.875,0,0,0.077,0.5,1,0,
361,Cameron Payne,22,CHI,PG,11,0,142,0.333,18.8,0.46,0.127,0.095,0.079,0.159,0.54,0.345,0.375,0.5,0.6,0.1,0.324,0.4,0.818,0,0,0.118,0.25,0,0,
362,Luis Scola,36,BRK,PF,36,1,461,0.47,11.6,0.669,0.384,0.199,0.053,0.04,0.331,0.535,0.672,0.4,0.375,0,0.34,0.407,0.941,0.007,1,0.36,0.389,0,0,
363,Rashad Vaughn,20,MIL,SG,41,2,458,0.365,17.3,0.481,0.167,0.115,0.058,0.141,0.519,0.413,0.654,0.167,0.111,0.455,0.321,0.677,0.846,0.019,2,0.247,0.35,0,0,
364,James Michael McAdoo,24,GSW,PF,52,2,457,0.53,5.9,0.932,0.59,0.188,0.077,0.085,0.068,0.55,0.667,0.364,0.444,0.2,0.25,0.85,1,0.291,31,0.25,0.5,0,0,
365,Kevon Looney,20,GSW,C,53,4,447,0.523,5.1,0.916,0.701,0.121,0.037,0.056,0.084,0.551,0.68,0.231,0,0,0.222,0.833,1,0.29,28,0,,0,0,
366,Brandan Wright,29,MEM,PF,28,5,447,0.615,3.9,0.993,0.63,0.252,0.096,0.015,0.007,0.619,0.729,0.441,0.385,0.5,0,0.892,,0.274,36,0,,0,0,
367,Delon Wright,24,TOR,PG,27,0,446,0.422,10.3,0.741,0.379,0.233,0.069,0.052,0.259,0.453,0.568,0.407,0.375,0,0.333,0.128,0.6,0.043,5,0.233,0.286,0,0,
368,Jordan Crawford,28,NOP,SG,19,0,442,0.482,17.5,0.564,0.106,0.17,0.083,0.206,0.436,0.553,0.826,0.595,0.611,0.356,0.389,0.221,0.838,0.009,2,0.116,0.273,0,0,
369,Jeff Withey,26,UTA,C,51,1,432,0.534,3.3,0.99,0.777,0.165,0.019,0.029,0.01,0.539,0.6,0.235,1,0.333,0,0.6,,0.068,5,0,,1,0,
370,Brian Roberts,31,CHO,PG,41,2,416,0.377,16.2,0.639,0.172,0.115,0.123,0.23,0.361,0.372,0.429,0.143,0.333,0.464,0.386,0.345,0.882,0,0,0.159,0.571,0,0,
371,Sasha Vujačić,32,NYK,SG,42,4,408,0.309,20.7,0.456,0.074,0.015,0.074,0.294,0.544,0.306,0.2,0,0.2,0.375,0.311,0.579,0.696,0,0,0.149,0.182,1,0,
372,Wade Baldwin,20,MEM,PG,33,1,405,0.313,11.3,0.809,0.357,0.157,0.174,0.113,0.191,0.355,0.439,0.167,0.35,0.385,0.136,0.303,0.333,0.043,4,0.182,0,1,0,
373,David Nwaba,24,LAL,SG,20,2,397,0.58,3.9,0.938,0.753,0.123,0.025,0.037,0.062,0.605,0.656,0.5,0,0.333,0.2,0.609,1,0.235,18,0.8,0.25,0,0,
374,Toney Douglas,30,MEM,PG,24,0,394,0.368,16.2,0.641,0.188,0.145,0.111,0.197,0.359,0.48,0.591,0.529,0.231,0.478,0.167,0.361,0.429,0,0,0.048,0.5,2,0,
375,Kay Felder,21,CLE,PG,42,0,386,0.392,11.4,0.861,0.342,0.108,0.133,0.278,0.139,0.404,0.5,0.059,0.381,0.432,0.318,0.2,0.714,0,0,0.318,0.429,0,0,
376,Kyle Singler,28,OKC,SF,32,2,385,0.41,13.2,0.554,0.386,0.084,0.048,0.036,0.446,0.587,0.719,0.286,0.25,0.333,0.189,0.63,1,0.048,4,0.405,0.2,0,0,
377,Jordan McRae,25,CLE,SG,37,4,384,0.387,14.1,0.66,0.287,0.113,0.127,0.133,0.34,0.404,0.442,0.353,0.105,0.65,0.353,0.375,0.944,0.033,3,0.412,0.429,2,0,
378,James Jones,36,CLE,SF,48,2,381,0.478,21.2,0.283,0.065,0.022,0.054,0.141,0.717,0.5,0.667,0,0.8,0.385,0.47,0.615,0.935,0,0,0.364,0.5,0,0,
379,Darrun Hilliard,23,DET,SG,39,1,381,0.373,16.7,0.635,0.135,0.135,0.079,0.286,0.365,0.438,0.647,0.294,0.5,0.389,0.261,0.4,0.917,0.016,2,0.37,0.353,0,0,
380,Josh McRoberts,29,MIA,PF,22,14,381,0.373,12.7,0.737,0.288,0.144,0.144,0.153,0.263,0.356,0.588,0.059,0.176,0.389,0.419,0.516,0.923,0.068,7,0.129,0.25,0,0,
381,DeAndre' Bembry,22,ATL,SF,38,1,371,0.48,8.1,0.816,0.582,0.092,0.092,0.051,0.184,0.575,0.632,0.333,0.333,0.8,0.056,0.696,1,0.112,9,0.333,0.167,1,0,
382,Lance Stephenson,26,3TM,SG,18,0,361,0.45,13.4,0.833,0.25,0.133,0.15,0.3,0.167,0.48,0.733,0.438,0.222,0.417,0.3,0.396,0.667,0.017,2,0.1,1,1,0,
382,Lance Stephenson,26,NOP,SG,6,0,162,0.473,12.1,0.818,0.345,0.127,0.109,0.236,0.182,0.556,0.737,0.429,0.333,0.462,0.1,0.48,0,0.036,2,0.1,1,1,0,
382,Lance Stephenson,26,MIN,SG,6,0,67,0.476,14.2,0.905,0.19,0.048,0.238,0.429,0.095,0.526,0.75,1,0,0.667,0,0.4,,0,0,0,,0,0,
382,Lance Stephenson,26,IND,SG,6,0,132,0.409,14,0.818,0.159,0.182,0.159,0.318,0.182,0.361,0.714,0.375,0.286,0.214,0.625,0.231,0.8,0,0,0.125,1,0,0,
383,Georgios Papagiannis,19,SAC,C,22,0,355,0.549,6.4,0.98,0.363,0.392,0.157,0.069,0.02,0.56,0.73,0.5,0.438,0.286,0,0.554,,0.196,18,0,,0,0,
384,Raul Neto,24,UTA,PG,40,0,346,0.451,13.7,0.659,0.396,0.11,0.066,0.099,0.341,0.517,0.639,0.5,0,0.333,0.323,0.258,0.9,0,0,0.323,0.1,2,0,
385,Andrew Nicholson,27,2TM,PF,38,0,342,0.387,12.8,0.757,0.216,0.297,0.18,0.063,0.243,0.452,0.708,0.364,0.25,0.571,0.185,0.658,1,0.018,2,0.222,0,1,0,
385,Andrew Nicholson,27,WAS,PF,28,0,231,0.39,11.1,0.792,0.234,0.364,0.156,0.039,0.208,0.443,0.667,0.357,0.333,0.333,0.188,0.63,1,0.026,2,0.25,0,1,0,
385,Andrew Nicholson,27,BRK,PF,10,0,111,0.382,14.5,0.676,0.176,0.147,0.235,0.118,0.324,0.478,0.833,0.4,0.125,0.75,0.182,0.727,1,0,0,0.182,0,0,0,
386,Maurice Ndour,24,NYK,PF,32,4,331,0.453,8.6,0.919,0.384,0.163,0.198,0.151,0.081,0.481,0.727,0.286,0.353,0.308,0.143,0.737,1,0.105,8,0.286,0.5,0,0,
387,Dejounte Murray,20,SAS,PG,38,8,322,0.431,9.7,0.802,0.293,0.362,0.095,0.052,0.198,0.441,0.559,0.452,0.182,0.167,0.391,0.415,0.889,0.026,3,0.217,0.6,0,0,
388,Pat Connaughton,24,POR,SG,39,1,316,0.514,14.5,0.542,0.375,0.056,0.014,0.097,0.458,0.513,0.667,0.25,0,0.143,0.515,0.8,0.941,0.056,4,0.182,0.5,0,0,
389,Damjan Rudež,30,ORL,SF,45,0,314,0.352,22.3,0.273,0.045,0.011,0.045,0.17,0.727,0.458,0.75,0,0.5,0.4,0.313,0.727,1,0,0,0.172,0.091,0,0,
390,Alan Anderson,34,LAC,SF,30,0,308,0.375,17.6,0.45,0.175,0.088,0.088,0.1,0.55,0.444,0.857,0.143,0.143,0.25,0.318,0.563,0.857,0,0,0.364,0.25,0,0,
391,Chasson Randle,23,2TM,PG,26,0,299,0.408,15.3,0.52,0.327,0.133,0.041,0.02,0.48,0.471,0.531,0.385,0.5,0,0.34,0.292,0.688,0.01,1,0.106,0.2,0,0,
391,Chasson Randle,23,PHI,PG,8,0,74,0.462,17.2,0.423,0.192,0.115,0.077,0.038,0.577,0.545,0.6,0.333,1,0,0.4,0.5,0.5,0,0,0.067,0,0,0,
391,Chasson Randle,23,NYK,PG,18,0,225,0.389,13.4,0.556,0.375,0.139,0.028,0.014,0.444,0.45,0.519,0.4,0,0,0.313,0.222,0.8,0.014,1,0.125,0.25,0,0,
392,Fred VanVleet,22,TOR,PG,37,0,294,0.351,11.6,0.739,0.378,0.18,0.063,0.108,0.261,0.341,0.429,0.1,0.429,0.417,0.379,0.25,0.818,0,0,0.31,0.667,1,0,
393,Boban Marjanović,28,DET,C,35,0,293,0.545,4.7,1,0.417,0.485,0.098,0,0,0.545,0.764,0.391,0.385,,,0.653,,0.114,13,,,0,0,
394,Sheldon Mac,24,WAS,SG,30,3,287,0.4,15.5,0.6,0.227,0.093,0.133,0.147,0.4,0.511,0.471,0.571,0.7,0.364,0.233,0.435,0.857,0,0,0.4,0.083,0,0,
395,Bryn Forbes,23,SAS,SG,36,0,285,0.364,20.3,0.465,0.03,0.061,0.091,0.283,0.535,0.413,0,0.333,0.222,0.536,0.321,0.474,0.765,0,0,0.208,0.273,0,0,
396,Paul Pierce,39,LAC,SF,25,7,277,0.4,20,0.386,0.086,0.029,0.129,0.143,0.614,0.481,0.5,1,0.556,0.3,0.349,0.615,1,0.014,1,0.116,0.6,0,0,
397,Anthony Bennett,23,BRK,PF,23,1,264,0.413,13.9,0.478,0.37,0.087,0.011,0.011,0.522,0.568,0.676,0.25,0,0,0.271,0.44,0.923,0.098,9,0.375,0.167,0,0,
398,Jake Layman,22,POR,SF,35,1,249,0.292,18.7,0.427,0.191,0.056,0.022,0.157,0.573,0.342,0.471,0.4,0.5,0.143,0.255,0.692,0.923,0.045,4,0.196,0.3,1,0,
399,Deyonta Davis,20,MEM,C,36,0,238,0.511,5.3,1,0.638,0.149,0.021,0.191,0,0.511,0.633,0.571,0,0.111,,0.667,,0.255,11,,,0,0,
400,Marcelo Huertas,33,LAL,PG,23,1,237,0.368,13.3,0.721,0.132,0.279,0.279,0.029,0.279,0.429,0.667,0.316,0.474,0,0.211,0.238,0.5,0,0,0.105,0,0,0,
401,Wayne Selden,22,2TM,SG,14,5,236,0.431,18,0.517,0.31,0.086,0.069,0.052,0.483,0.6,0.778,0.4,0.25,0.333,0.25,0.556,1,0.069,3,0.25,0.571,0,0,
401,Wayne Selden,22,NOP,SG,3,3,47,0.625,22,0.125,0.125,0,0,0,0.875,1,1,,,,0.571,1,1,0.125,1,0.286,1,0,0,
401,Wayne Selden,22,MEM,SG,11,2,189,0.4,14,0.58,0.34,0.1,0.08,0.06,0.42,0.586,0.765,0.4,0.25,0.333,0.143,0.529,1,0.06,2,0.238,0.4,0,0,
402,Shawn Long,24,PHI,C,18,0,234,0.56,7.2,0.826,0.642,0.073,0.028,0.073,0.174,0.6,0.686,0.375,0,0.375,0.368,0.5,1,0.128,14,0.053,0,0,0,
403,Jonathan Gibson,29,DAL,PG,17,0,231,0.368,17.9,0.526,0.179,0.063,0.095,0.189,0.474,0.4,0.412,0.333,0.556,0.333,0.333,0.3,0.8,0,0,0.044,0.5,1,0,
404,James Young,21,BOS,SG,29,0,220,0.431,18,0.397,0.172,0.086,0.069,0.069,0.603,0.565,0.9,0.4,0.25,0.25,0.343,0.769,1,0.052,2,0.371,0.385,0,0,
405,Rakeem Christmas,25,IND,PF,29,0,219,0.442,3.6,1,0.628,0.256,0.047,0.047,0,0.442,0.556,0.364,0,0,,0.737,,0.163,5,,,0,0,
406,Archie Goodwin,22,2TM,SG,15,0,214,0.545,9.7,0.773,0.606,0.091,0.015,0.061,0.227,0.608,0.6,0.667,1,0.5,0.333,0.355,0.8,0.076,4,0.133,1,0,0,
